,index,ingredient_type
1491,1551,nut
1492,1552,nut
1493,1553,beer
1494,1554,wine
1495,1555,fruit
1496,1556,herbal
1497,1557,whiskey
1498,1558,wine
1499,1559,liqueur
1500,1560,mixer
1501,1561,gin
1502,1562,mixer
1503,1563,mixer
1504,1564,gin
1505,1565,liqueur
1506,1566,liqueur
1507,1567,citrus
1508,1568,liqueur
1509,1569,citrus
1510,1570,wine
1511,1571,fruit
1512,1572,fruit
1513,1573,brandy
1514,1575,citrus
1515,1576,egg
1516,1577,whiskey
1517,1578,liqueur
1518,1579,herbal
1519,1580,citrus
1520,1581,liqueur
1521,1582,citrus
1522,1583,fruit
1523,1584,syrup
1524,1585,brandy
1525,1586,wine
1526,1587,liqueur
1527,1588,citrus
1528,1589,vegetable
1529,1590,herbal
1530,1592,liqueur
1531,1593,citrus
1532,1594,mixer
1533,1595,herbal
1534,1596,bitters
1535,1597,brandy
1536,1598,liqueur
1537,1599,herbal
1538,1600,liqueur
1539,1601,liqueur
1540,1602,liqueur
1541,1603,wine
1542,1604,mixer
1543,1605,herbal
1544,1606,gin
1545,1607,citrus
1546,1608,liqueur
1547,1609,cream
1548,1610,citrus
1549,1611,mixer
1550,1612,liqueur
1551,1613,champagne
1552,1614,liqueur
1553,1615,champagne
1554,1616,liqueur
1555,1618,mixer
1556,1619,rum
1557,1620,gin
1558,1621,vodka
1559,1622,liqueur
1560,1623,wine
1561,1624,bitters
1562,1625,liqueur
1563,1626,liqueur
1564,1627,cold
1565,1628,citrus
1566,1629,grain
1567,1630,liqueur
1568,1632,bitters
1569,1633,gin
1570,1634,wine
1571,1635,liqueur
1572,1636,whiskey
1573,1637,wine
1574,1638,liqueur
1575,1639,citrus
1576,1640,liqueur
1577,1641,wine
1578,1642,liqueur
1579,1643,mixer
1580,1644,liqueur
1581,1645,citrus
1582,1646,mixer
1583,1647,brandy
1584,1648,herbal
1585,1649,herbal
1586,1650,mezcal
1587,1653,mixer
1588,1654,cold
1589,1655,citrus
1590,1656,champagne
1591,1657,cognac
1592,1658,brandy
1593,1659,citrus
1594,1660,whiskey
1595,1661,syrup
1596,1662,herbal
1597,1663,liqueur
1598,1664,citrus
1599,1665,spice
1600,1666,herbal
1601,1667,liqueur
1602,1668,liqueur
1603,1669,mixer
1604,1670,citrus
1605,1671,gin
1606,1672,liqueur
1607,1673,wine
1608,1674,wine
1609,1675,bitters
1610,1676,liqueur
1611,1677,spice
1612,1678,bitters
1613,1679,gin
1614,1680,citrus
1615,1681,mixer
1616,1682,gin
1617,1683,mixer
1618,1684,liqueur
1619,1685,whiskey
1620,1686,citrus
1621,1687,liqueur
1622,1688,liqueur
1623,1689,citrus
1624,1690,whiskey
1625,1691,vodka
1626,1692,citrus
1627,1693,mixer
1628,1694,tea
1629,1695,wine
1630,1696,tea
1631,1697,citrus
1632,1698,liqueur
1633,1699,liqueur
1634,1700,citrus
1635,1701,tea
1636,1702,cold
1637,1703,tea
1638,1704,syrup
1639,1705,citrus
1640,1706,fruit
1641,1707,champagne
1642,1708,gin
1643,1709,wine
1644,1710,citrus
1645,1711,liqueur
1646,1712,vodka
1647,1713,citrus
1648,1714,liqueur
1649,1715,citrus
1650,1716,liqueur
1651,1717,liqueur
1652,1718,citrus
1653,1719,whiskey
1654,1720,liqueur
1655,1721,citrus
1656,1722,mixer
1657,1723,tea
1658,1724,liqueur
1659,1725,citrus
1660,1726,syrup
1661,1727,herbal
1662,1728,cold
1663,1729,rum
1664,1730,citrus
1665,1731,nut
1666,1732,whiskey
1667,1733,liqueur
1668,1734,liqueur
1669,1735,liqueur
1670,1736,syrup
1671,1737,herbal
1672,1738,citrus
1673,1739,tea
1674,1740,citrus
1675,1741,mixer
1676,1742,wine
1677,1743,syrup
1678,1744,wine
1679,1745,cold
1680,1746,liqueur
1681,1747,liqueur
1682,1748,cream
1683,1749,herbal
1684,1750,cold
1685,1751,liqueur
1686,1752,bitters
1687,1753,liqueur
1688,1754,whiskey
1689,1755,mixer
1690,1756,liqueur
1691,1757,citrus
1692,1758,syrup
1693,1759,beer
1694,1760,bitters
1695,1761,nut
1696,1762,cream
1697,1764,sugar
1698,1765,citrus
1699,1767,sugar
1700,1768,sugar
1701,1770,fruit
1702,1771,cold
1703,1772,cream
1704,1774,sugar
1705,1775,vodka
1706,1776,sugar
1707,1777,bitters
1708,1778,herbal
1709,1779,vodka
1710,1780,citrus
1711,1781,syrup
1712,1782,wine
1713,1783,citrus
1714,1784,egg
1715,1785,bitters
1716,1786,cognac
1717,1787,liqueur
1718,1788,syrup
1719,1789,bitters
1720,1790,bitters
1721,1791,absinthe
1722,1792,liqueur
1723,1793,vegetable
1724,1794,citrus
1725,1795,mixer
1726,1796,brandy
1727,1797,gin
1728,1799,liqueur
1729,1800,bitters
1730,1802,gin
1731,1803,wine
1732,1804,liqueur
1733,1805,citrus
1734,1806,absinthe
1735,1807,absinthe
1736,1808,cognac
1737,1809,wine
1738,1810,sugar
1739,1811,gin
1740,1812,liqueur
1741,1813,liqueur
1742,1814,citrus
1743,1815,absinthe
1744,1816,liqueur
1745,1817,gin
1746,1818,wine
1747,1820,mixer
1748,1821,liqueur
1749,1822,liqueur
1750,1823,bitters
1751,1824,cold
1752,1825,mixer
1753,1826,gin
1754,1827,cold
1755,1828,spice
1756,1829,citrus
1757,1830,mixer
1758,1831,liqueur
1759,1832,juice
1760,1833,cold
1761,1834,gin
1762,1835,citrus
1763,1836,spice
1764,1837,cold
1765,1838,bitters
1766,1839,whiskey
1767,1840,citrus
1768,1841,syrup
1769,1842,liqueur
1770,1843,citrus
1771,1844,spice
1772,1845,fruit
1773,1846,whiskey
1774,1847,wine
1775,1848,bitters
1776,1849,syrup
1777,1850,liqueur
1778,1851,whiskey
1779,1852,tequila
1780,1853,liqueur
1781,1854,liqueur
1782,1855,citrus
1783,1856,whiskey
1784,1857,liqueur
1785,1858,liqueur
1786,1859,bitters
1787,1860,liqueur
1788,1861,mixer
1789,1862,bitters
1790,1863,gin
1791,1864,liqueur
1792,1865,cold
1793,1866,syrup
1794,1867,citrus
1795,1868,spicy
1796,1869,mixer
1797,1870,whiskey
1798,1871,spice
1799,1872,cream
1800,1873,syrup
1801,1874,egg
1802,1875,mixer
1803,1876,wine
1804,1877,citrus
1805,1878,syrup
1806,1879,vodka
1807,1880,liqueur
1808,1881,citrus
1809,1882,syrup
1810,1883,liqueur
1811,1884,liqueur
1812,1885,liqueur
1813,1886,citrus
1814,1887,citrus
1815,1888,cognac
1816,1889,wine
1817,1891,syrup
1818,1892,whiskey
1819,1893,rum
1820,1894,liqueur
1821,1895,citrus
1822,1896,citrus
1823,1897,syrup
1824,1898,nut
1825,1899,fruit
1826,1900,cream
1827,1901,citrus
1828,1902,herbal
1829,1903,gin
1830,1904,tea
1831,1905,citrus
1832,1906,citrus
1833,1907,spice
1834,1908,wine
1835,1909,wine
1836,1910,citrus
1837,1911,syrup
1838,1912,gin
1839,1913,wine
1840,1915,syrup
1841,1916,spice
1842,1917,bitters
1843,1918,gin
1844,1919,liqueur
1845,1920,syrup
1846,1921,citrus
1847,1922,tea
1848,1923,rum
1849,1924,fruit
1850,1925,syrup
1851,1926,citrus
1852,1927,spice
1853,1928,mezcal
1854,1930,citrus
1855,1932,spice
1856,1933,gin
1857,1934,liqueur
1858,1935,citrus
1859,1936,syrup
1860,1937,spice
1861,1938,gin
1862,1940,citrus
1863,1941,citrus
1864,1942,gin
1865,1943,liqueur
1866,1944,cold
1867,1945,syrup
1868,1946,bitters
1869,1947,vodka
1870,1948,liqueur
1871,1949,citrus
1872,1950,citrus
1873,1951,wine
1874,1952,liqueur
1875,1953,liqueur
1876,1954,cold
1877,1955,spice
1878,1956,gin
1879,1957,cream
1880,1958,cream
1881,1959,mixer
1882,1960,gin
1883,1961,liqueur
1884,1962,citrus
1885,1963,bitters
1886,1964,gin
1887,1965,citrus
1888,1966,fruit
1889,1967,syrup
1890,1968,bitters
1891,1969,brandy
1892,1970,citrus
1893,1971,spice
1894,1972,syrup
1895,1973,mixer
1896,1974,brandy
1897,1975,citrus
1898,1976,syrup
1899,1977,liqueur
1900,1978,cognac
1901,1979,liqueur
1902,1980,liqueur
1903,1981,citrus
1904,1982,cold
1905,1983,gin
1906,1984,cognac
1907,1985,liqueur
1908,1986,liqueur
1909,1987,citrus
1910,1988,rum
1911,1989,liqueur
1912,1990,liqueur
1913,1991,citrus
1914,1992,egg
1915,1993,gin
1916,1994,liqueur
1917,1995,syrup
1918,1996,citrus
1919,1997,fruit
1920,1998,liqueur
1921,1999,gin
1922,2000,liqueur
1923,2001,citrus
1924,2002,gin
1925,2003,liqueur
1926,2004,citrus
1927,2005,egg
1928,2006,vodka
1929,2007,liqueur
1930,2008,liqueur
1931,2009,sour
1932,2010,egg
1933,2011,whiskey
1934,2012,liqueur
1935,2013,liqueur
1936,2014,citrus
1937,2015,egg
1938,2016,brandy
1939,2017,gin
1940,2018,liqueur
1941,2019,citrus
1942,2020,herbal
1943,2021,brandy
1944,2022,gin
1945,2023,liqueur
1946,2024,citrus
1947,2025,citrus
1948,2026,spice
1949,2027,liqueur
1950,2028,sour
1951,2029,fruit
1952,2030,egg
1953,2031,spicy
1954,2032,gin
1955,2033,citrus
1956,2034,liqueur
1957,2035,syrup
1958,2036,gin
1959,2038,fruit
1960,2039,citrus
1961,2040,syrup
1962,2041,liqueur
1963,2042,liqueur
1964,2043,mezcal
1965,2044,gin
1966,2045,cold
1967,2046,citrus
1968,2047,bitters
1969,2048,spice
1970,2049,whiskey
1971,2050,liqueur
1972,2051,mezcal
1973,2052,syrup
1974,2053,citrus
1975,2054,herbal
1976,2055,champagne
1977,2056,cognac
1978,2058,wine
1979,2059,cognac
1980,2062,liqueur
1981,2063,citrus
1982,2064,syrup
1983,2065,wine
1984,2066,genever
1985,2067,citrus
1986,2068,citrus
1987,2069,liqueur
1988,2070,bitters
1989,2071,whiskey
1990,2072,spice
1991,2073,juice
1992,2075,citrus
1993,2076,bitters
1994,2077,spice
1995,2078,wine
1996,2079,liqueur
1997,2080,syrup
1998,2081,citrus
1999,2083,grain
2000,2084,wine
2001,2085,citrus
2002,2086,spice
2003,2087,bitters
2004,2088,gin
2005,2089,liqueur
2006,2091,citrus
2007,2092,liqueur
2008,2093,wine
2009,2094,citrus
2010,2095,citrus
2011,2096,bitters
2012,2097,brandy
2013,2098,cold
2014,2099,syrup
2015,2100,liqueur
2016,2101,mixer
2017,2102,liqueur
2018,2103,liqueur
2019,2104,liqueur
2020,2105,gin
2021,2106,syrup
2022,2107,syrup
2023,2108,herbal
2024,2109,herbal
2025,2110,gin
2026,2111,citrus
2027,2112,liqueur
2028,2113,syrup
2029,2115,wine
2030,2116,liqueur
2031,2117,nut
2032,2118,liqueur
2033,2119,citrus
2034,2120,citrus
2035,2121,gin
2036,2123,citrus
2037,2124,syrup
2038,2125,bitters
2039,2126,brandy
2040,2127,cold
2041,2128,wine
2042,2129,cold
2043,2130,spice
2044,2131,citrus
2045,2132,fruit
2046,2133,whiskey
2047,2134,cream
2048,2135,cream
2049,2136,nut
2050,2137,bitters
2051,2138,tea
2052,2139,rum
2053,2140,cream
2054,2141,liqueur
2055,2142,citrus
2056,2143,syrup
2057,2144,gin
2058,2145,wine
2059,2146,fruit
2060,2147,syrup
2061,2148,vegetable
2062,2149,mixer
2063,2150,liqueur
2064,2151,wine
2065,2152,citrus
2066,2153,syrup
2067,2154,wine
2068,2155,citrus
2069,2156,gin
2070,2157,syrup
2071,2158,bitters
2072,2159,bitters
2073,2160,gin
2074,2161,citrus
2075,2162,syrup
2076,2163,vegetable
2077,2164,mixer
2078,2166,gin
2079,2167,liqueur
2080,2168,citrus
2081,2169,sugar
2082,2170,vegetable
2083,2171,mixer
2084,2172,whiskey
2085,2173,liqueur
2086,2175,sugar
2087,2176,citrus
2088,2177,mixer
2089,2178,rum
2090,2179,liqueur
2091,2180,liqueur
2092,2181,citrus
2093,2182,whiskey
2094,2183,liqueur
2095,2184,liqueur
2096,2185,citrus
2097,2186,syrup
2098,2188,gin
2099,2189,syrup
2100,2190,citrus
2101,2191,wine
2102,2192,liqueur
2103,2193,liqueur
2104,2194,coffee
2105,2195,spice
2106,2196,gin
2107,2197,liqueur
2108,2198,citrus
2109,2199,liqueur
2110,2200,vodka
2111,2201,gin
2112,2202,wine
2113,2204,cognac
2114,2205,citrus
2115,2206,syrup
2116,2207,fruit
2117,2208,gin
2118,2209,wine
2119,2210,liqueur
2120,2211,liqueur
2121,2212,rum
2122,2213,cream
2123,2214,nut
2124,2215,liqueur
2125,2216,mezcal
2126,2217,citrus
2127,2218,cold
2128,2219,liqueur
2129,2220,citrus
2130,2221,syrup
2131,2222,fruit
2132,2223,egg
2133,2224,gin
2134,2225,liqueur
2135,2226,liqueur
2136,2227,liqueur
2137,2228,citrus
2138,2229,citrus
2139,2230,bitters
2140,2231,whiskey
2141,2232,liqueur
2142,2233,liqueur
2143,2234,citrus
2144,2235,egg
2145,2236,wine
2146,2237,cognac
2147,2238,whiskey
2148,2239,liqueur
2149,2240,citrus
2150,2241,syrup
2151,2242,liqueur
2152,2243,liqueur
2153,2245,liqueur
2154,2246,citrus
2155,2247,cold
2156,2248,syrup
2157,2249,bitters
2158,2250,whiskey
2159,2251,rum
2160,2252,liqueur
2161,2253,citrus
2162,2254,beer
2163,2255,rum
2164,2256,liqueur
2165,2257,fruit
2166,2258,citrus
2167,2259,bitters
2168,2260,nut
2169,2261,vodka
2170,2262,liqueur
2171,2263,liqueur
2172,2264,sour
2173,2265,mixer
2174,2266,liqueur
2175,2267,syrup
2176,2268,citrus
2177,2269,mixer
2178,2270,gin
2179,2271,citrus
2180,2272,syrup
2181,2273,liqueur
2182,2274,liqueur
2183,2275,fruit
2184,2276,gin
2185,2277,liqueur
2186,2278,liqueur
2187,2279,citrus
2188,2280,fruit
2189,2281,gin
2190,2282,liqueur
2191,2283,liqueur
2192,2284,citrus
2193,2285,whiskey
2194,2286,liqueur
2195,2287,liqueur
2196,2288,citrus
2197,2290,liqueur
2198,2291,liqueur
2199,2292,citrus
2200,2293,brandy
2201,2294,liqueur
2202,2295,liqueur
2203,2296,citrus
2204,2297,rum
2205,2298,liqueur
2206,2299,egg
2207,2300,liqueur
2208,2301,gin
2209,2302,cold
2210,2303,mixer
2211,2304,gin
2212,2305,liqueur
2213,2306,citrus
2214,2307,egg
2215,2308,gin
2216,2309,citrus
2217,2310,syrup
2218,2311,liqueur
2219,2312,liqueur
2220,2313,gin
2221,2314,citrus
2222,2315,syrup
2223,2316,liqueur
2224,2317,liqueur
2225,2318,gin
2226,2319,fruit
2227,2320,citrus
2228,2321,syrup
2229,2322,egg
2230,2323,cognac
2231,2324,cold
2232,2325,citrus
2233,2326,syrup
2234,2327,wine
2235,2328,herbal
2236,2329,liqueur
2237,2330,citrus
2238,2331,liqueur
2239,2333,fruit
2240,2334,rum
2241,2335,liqueur
2242,2337,cream
2243,2338,mixer
2244,2339,gin
2245,2340,spice
2246,2341,wine
2247,2342,citrus
2248,2343,bitters
2249,2344,gin
2250,2346,cold
2251,2347,syrup
2252,2348,citrus
2253,2349,citrus
2254,2350,mezcal
2255,2351,liqueur
2256,2352,nut
2257,2353,citrus
2258,2354,rum
2259,2355,citrus
2260,2356,cold
2261,2357,liqueur
2262,2358,liqueur
2263,2359,citrus
2264,2360,egg
2265,2362,citrus
2266,2363,liqueur
2267,2364,citrus
2268,2365,syrup
2269,2366,egg
2270,2367,genever
2271,2368,liqueur
2272,2369,absinthe
2273,2370,citrus
2274,2371,tequila
2275,2372,liqueur
2276,2373,liqueur
2277,2374,citrus
2278,2375,liqueur
2279,2376,syrup
2280,2377,gin
2281,2378,syrup
2282,2379,citrus
2283,2380,gin
2284,2381,wine
2285,2382,wine
2286,2383,citrus
2287,2384,gin
2288,2385,vodka
2289,2386,wine
2290,2387,liqueur
2291,2388,citrus
2292,2389,nut
2293,2390,bitters
2294,2391,rum
2295,2392,cognac
2296,2393,citrus
2297,2394,liqueur
2298,2395,syrup
2299,2396,bitters
2300,2398,citrus
2301,2399,brandy
2302,2400,liqueur
2303,2401,syrup
2304,2402,egg
2305,2403,rum
2306,2404,syrup
2307,2405,cream
2308,2407,egg
2309,2408,rum
2310,2409,whiskey
2311,2410,bitters
2312,2411,citrus
2313,2412,syrup
2314,2413,whiskey
2315,2415,liqueur
2316,2416,citrus
2317,2417,cognac
2318,2419,citrus
2319,2420,cream
2320,2421,syrup
2321,2422,vodka
2322,2423,liqueur
2323,2424,citrus
2324,2425,cold
2325,2426,cognac
2326,2427,citrus
2327,2428,liqueur
2328,2429,liqueur
2329,2430,syrup
2330,2431,liqueur
2331,2432,wine
2332,2433,wine
2333,2434,cognac
2334,2435,citrus
2335,2436,citrus
2336,2437,liqueur
2337,2439,liqueur
2338,2440,citrus
2339,2441,mixer
2340,2442,liqueur
2341,2443,citrus
2342,2444,liqueur
2343,2445,grain
2344,2446,cognac
2345,2447,liqueur
2346,2448,citrus
2347,2449,liqueur
2348,2450,bitters
2349,2451,tequila
2350,2452,citrus
2351,2453,cognac
2352,2454,liqueur
2353,2455,liqueur
2354,2456,bitters
2355,2457,brandy
2356,2458,syrup
2357,2459,citrus
2358,2461,gin
2359,2462,liqueur
2360,2463,rum
2361,2464,cold
2362,2465,citrus
2363,2466,bitters
2364,2467,gin
2365,2468,spice
2366,2469,citrus
2367,2470,syrup
2368,2471,mezcal
2369,2472,whiskey
2370,2473,citrus
2371,2476,liqueur
2372,2477,bitters
2373,2478,brandy
2374,2479,liqueur
2375,2480,liqueur
2376,2481,citrus
2377,2482,bitters
2378,2483,vodka
2379,2484,citrus
2380,2485,liqueur
2381,2486,liqueur
2382,2487,hoppy
2383,2488,cognac
2384,2489,nut
2385,2490,citrus
2386,2492,spice
2387,2493,spice
2388,2494,gin
2389,2495,citrus
2390,2496,cold
2391,2497,wine
2392,2498,spice
2393,2499,syrup
2394,2500,genever
2395,2501,liqueur
2396,2502,wine
2397,2503,citrus
2398,2504,syrup
2399,2505,vodka
2400,2506,gin
2401,2507,liqueur
2402,2508,liqueur
2403,2509,tequila
2404,2510,liqueur
2405,2511,bitters
2406,2512,citrus
2407,2513,cognac
2408,2514,liqueur
2409,2515,citrus
2410,2516,syrup
2411,2517,gin
2412,2518,syrup
2413,2519,citrus
2414,2520,citrus
2415,2521,syrup
2416,2522,citrus
2417,2523,spice
2418,2524,mezcal
2419,2525,citrus
2420,2527,syrup
2421,2528,vegetable
2422,2529,herbal
2423,2531,tequila
2424,2532,liqueur
2425,2533,citrus
2426,2534,syrup
2427,2535,vodka
2428,2536,liqueur
2429,2537,spice
2430,2538,citrus
2431,2539,wine
2432,2540,liqueur
2433,2541,mixer
2434,2542,citrus
2435,2543,mezcal
2436,2544,citrus
2437,2545,citrus
2438,2546,syrup
2439,2547,gin
2440,2548,citrus
2441,2549,syrup
2442,2550,absinthe
2443,2551,whiskey
2444,2552,liqueur
2445,2553,chocolate
2446,2554,gin
2447,2555,herbal
2448,2557,citrus
2449,2558,egg
2450,2559,liqueur
2451,2560,cold
2452,2561,cream
2453,2562,wine
2454,2563,liqueur
2455,2564,syrup
2456,2565,citrus
2457,2566,liqueur
2458,2567,grain
2459,2568,syrup
2460,2569,citrus
2461,2570,juice
2462,2571,rum
2463,2572,citrus
2464,2573,syrup
2465,2574,wine
2466,2575,liqueur
2467,2576,sugar
2468,2577,citrus
2469,2578,citrus
2470,2579,citrus
2471,2581,spice
2472,2582,nut
2473,2583,spice
2474,2585,liqueur
2475,2586,citrus
2476,2587,tea
2477,2588,rum
2478,2589,sugar
2479,2590,liqueur
2480,2591,gin
2481,2592,fruit
2482,2594,sugar
2483,2595,wine
2484,2596,rum
2485,2597,cold
2486,2598,spice
2487,2599,absinthe
2488,2600,citrus
2489,2601,gin
2490,2603,citrus
2491,2604,citrus
2492,2605,syrup
2493,2606,egg
2494,2607,syrup
2495,2608,citrus
2496,2609,liqueur
2497,2610,liqueur
2498,2612,liqueur
2499,2613,genever
2500,2614,citrus
2501,2615,absinthe
2502,2616,vodka
2503,2617,whiskey
2504,2618,liqueur
2505,2619,mixer
2506,2620,vodka
2507,2621,herbal
2508,2622,spice
2509,2623,citrus
2510,2624,spice
2511,2625,gin
2512,2626,liqueur
2513,2627,liqueur
2514,2628,mezcal
2515,2629,wine
2516,2630,liqueur
2517,2631,herbal
2518,2632,citrus
2519,2633,gin
2520,2634,brandy
2521,2635,bitters
2522,2636,syrup
2523,2637,absinthe
2524,2638,mixer
2525,2639,liqueur
2526,2641,liqueur
2527,2642,citrus
2528,2643,nut
2529,2644,gin
2530,2646,liqueur
2531,2647,citrus
2532,2648,cognac
2533,2649,whiskey
2534,2650,whiskey
2535,2651,syrup
2536,2652,bitters
2537,2653,whiskey
2538,2654,wine
2539,2655,liqueur
2540,2656,liqueur
2541,2657,bitters
2542,2658,whiskey
2543,2659,wine
2544,2660,liqueur
2545,2661,bitters
2546,2662,cognac
2547,2663,brandy
2548,2664,liqueur
2549,2665,liqueur
2550,2666,absinthe
2551,2667,bitters
2552,2668,cognac
2553,2669,wine
2554,2670,wine
2555,2671,hoppy
2556,2672,cognac
2557,2673,whiskey
2558,2674,whiskey
2559,2676,syrup
2560,2677,bitters
2561,2678,mixer
2562,2679,mezcal
2563,2680,bitters
2564,2681,liqueur
2565,2682,citrus
2566,2683,cognac
2567,2684,wine
2568,2685,bitters
2569,2686,spice
2570,2687,whiskey
2571,2688,liqueur
2572,2690,wine
2573,2691,wine
2574,2692,wine
2575,2693,spice
2576,2694,bitters
2577,2695,whiskey
2578,2696,cognac
2579,2697,grain
2580,2698,wine
2581,2700,cognac
2582,2701,liqueur
2583,2702,wine
2584,2703,gin
2585,2705,liqueur
2586,2706,bitters
2587,2707,fruit
2588,2708,whiskey
2589,2709,liqueur
2590,2710,syrup
2591,2712,gin
2592,2713,whiskey
2593,2714,liqueur
2594,2715,whiskey
2595,2716,tea
2596,2717,wine
2597,2718,citrus
2598,2719,whiskey
2599,2720,herbal
2600,2721,wine
2601,2722,brandy
2602,2723,tea
2603,2724,liqueur
2604,2725,bitters
2605,2726,wine
2606,2727,spirit
2607,2730,gin
2608,2731,wine
2609,2732,wine
2610,2733,citrus
2611,2734,wine
2612,2735,wine
2613,2737,bitters
2614,2738,gin
2615,2739,bitters
2616,2740,wine
2617,2741,fruit
2618,2742,gin
2619,2743,liqueur
2620,2744,citrus
2621,2745,whiskey
2622,2746,wine
2623,2747,bitters
2624,2748,tequila
2625,2749,liqueur
2626,2750,liqueur
2627,2751,brandy
2628,2752,liqueur
2629,2753,liqueur
2630,2754,whiskey
2631,2755,liqueur
2632,2756,wine
2633,2757,citrus
2634,2758,whiskey
2635,2759,liqueur
2636,2760,wine
2637,2761,bitters
2638,2762,citrus
2639,2763,rum
2640,2764,whiskey
2641,2765,bitters
2642,2766,liqueur
2643,2767,cognac
2644,2768,grain
2645,2769,wine
2646,2770,liqueur
2647,2771,bitters
2648,2772,liqueur
2649,2773,beer
2650,2774,mezcal
2651,2775,wine
2652,2776,wine
2653,2777,wine
2654,2778,mezcal
2655,2779,liqueur
2656,2780,liqueur
2657,2781,wine
2658,2782,rum
2659,2783,liqueur
2660,2784,wine
2661,2785,bitters
2662,2786,whiskey
2663,2787,syrup
2664,2788,syrup
2665,2789,herbal
2666,2790,gin
2667,2792,liqueur
2668,2793,gin
2669,2794,wine
2670,2795,citrus
2671,2796,champagne
2672,2797,cold
2673,2798,liqueur
2674,2799,bitters
2675,2800,liqueur
2676,2801,gin
2677,2802,wine
2678,2803,beer
2679,2804,cold
2680,2806,liqueur
2681,2807,tequila
2682,2809,rum
2683,2810,whiskey
2684,2811,liqueur
2685,2812,liqueur
2686,2813,bitters
2687,2814,liqueur
2688,2815,wine
2689,2816,gin
2690,2817,wine
2691,2818,liqueur
2692,2819,liqueur
2693,2820,syrup
2694,2821,bitters
2695,2822,wine
2696,2823,liqueur
2697,2824,liqueur
2698,2825,vodka
2699,2826,wine
2700,2827,liqueur
2701,2828,vegetable
2702,2829,vodka
2703,2830,wine
2704,2831,vodka
2705,2832,syrup
2706,2834,brandy
2707,2836,liqueur
2708,2837,gin
2709,2838,liqueur
2710,2839,bitters
2711,2841,cognac
2712,2844,bitters
2713,2845,rum
2714,2846,wine
2715,2847,spicy
2716,2848,fruit
2717,2849,cognac
2718,2850,wine
2719,2852,fruit
2720,2853,gin
2721,2854,wine
2722,2855,liqueur
2723,2856,citrus
2724,2857,absinthe
2725,2858,gin
2726,2859,wine
2727,2860,whiskey
2728,2861,syrup
2729,2862,citrus
2730,2863,liqueur
2731,2864,liqueur
2732,2865,bitters
2733,2866,bitters
2734,2867,citrus
2735,2868,mezcal
2736,2869,liqueur
2737,2870,mixer
2738,2871,mezcal
2739,2872,syrup
2740,2875,liqueur
2741,2876,liqueur
2742,2877,citrus
2743,2878,mezcal
2744,2879,wine
2745,2880,gin
2746,2881,wine
2747,2882,absinthe
2748,2883,grain
2749,2884,wine
2750,2885,liqueur
2751,2886,absinthe
2752,2887,gin
2753,2888,wine
2754,2889,liqueur
2755,2890,liqueur
2756,2891,liqueur
2757,2892,liqueur
2758,2893,wine
2759,2894,whiskey
2760,2896,wine
2761,2897,liqueur
2762,2898,bitters
2763,2899,whiskey
2764,2900,wine
2765,2901,liqueur
2766,2903,syrup
2767,2904,gin
2768,2905,wine
2769,2906,liqueur
2770,2907,wine
2771,2908,cognac
2772,2910,wine
2773,2911,citrus
2774,2912,whiskey
2775,2913,wine
2776,2914,liqueur
2777,2915,spice
2778,2916,gin
2779,2917,liqueur
2780,2918,syrup
2781,2919,nut
2782,2920,bitters
2783,2921,whiskey
2784,2922,liqueur
2785,2923,liqueur
2786,2924,wine
2787,2925,gin
2788,2926,wine
2789,2927,rum
2790,2928,syrup
2791,2929,cold
2792,2930,mixer
2793,2931,herbal
2794,2932,citrus
2795,2933,cold
2796,2934,vodka
2797,2935,cold
2798,2936,cold
2799,2937,bitters
2800,2938,mixer
2801,2939,spice
2802,2940,spice
2803,2941,spice
2804,2942,spice
2805,2943,citrus
2806,2944,gin
2807,2945,wine
2808,2946,liqueur
2809,2947,liqueur
2810,2948,liqueur
2811,2949,citrus
2812,2950,citrus
2813,2951,brandy
2814,2952,fruit
2815,2953,citrus
2816,2954,syrup
2817,2955,liqueur
2818,2956,wine
2819,2957,gin
2820,2958,liqueur
2821,2959,liqueur
2822,2960,tequila
2823,2961,spice
2824,2962,spicy
2825,2963,fruit
2826,2964,cognac
2827,2965,wine
2828,2966,tea
2829,2967,vodka
2830,2968,cognac
2831,2969,liqueur
2832,2970,bitters
2833,2971,bitters
2834,2972,citrus
2835,2973,citrus
2836,2974,nut
2837,2975,rum
2838,2976,liqueur
2839,2977,spice
2840,2978,citrus
2841,2979,mixer
